objectid,audience,alternateIdentifier,provenance,dateAccepted,extent,type,medium,date,subject/geographic,originInfo/place,culture,description,display_template,object_location,title,format
8169-t,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Arrow,Bamboo; Wood; Unknown,,Asia-Southeast Asia-Philippines--,,,"1 bow, quiver, and arrows.  Bow and quiver used by mountain tribes and captured from them, Dec 20, 1904 near Perud Cata.  The heads of the arrows are poisoned. 


1 of 19 poisoned arrows.  Long bamboo shaft with wooden point inserted into the hollow end.  The other end is closed by a natural growth ring/node.  The point narrows to the tip and is darkened, possibly burnt, and sections are coated in an unknown substance (poison?).; all of the wooden points are loose and detach from the shaft easily.  Therefore, the pairings might not be accurate.  Some points were extremely loose..

The card indicates 19 arrows, 6 of which are metal tipped, but none of these were found.  All 19 found are poison tipped.",,,8169-t,
8169-u,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Arrow,Bamboo; Wood; Unknown,,Asia-Southeast Asia-Philippines--,,,"1 bow, quiver, and arrows.  Bow and quiver used by mountain tribes and captured from them, Dec 20, 1904 near Perud Cata.  The heads of the arrows are poisoned. 


1 of 19 poisoned arrows.  Long bamboo shaft with wooden point inserted into the hollow end.  The other end is closed by a natural growth ring/node.  The point narrows to the tip and is darkened, possibly burnt, and sections are coated in an unknown substance (poison?).; all of the wooden points are loose and detach from the shaft easily.  Therefore, the pairings might not be accurate.  Some points were extremely loose..

The card indicates 19 arrows, 6 of which are metal tipped, but none of these were found.  All 19 found are poison tipped.",,,8169-u,
8169-v,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Bow,Wood; Rattan; Bamboo; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 bow, quiver, and arrows.  Bow and quiver used by mountain tribes and captured from them, Dec 20, 1904 near Perud Cata.  The heads of the arrows are poisoned. 


One wooden bow, most of which is wrapped around with strips of rattan.  The bow is very slightly curved and tapers very slightly toward the ends.  Both ends have a series of carved grooves.  At one end, a loop of braided fiber is attached.  A small piece of wood and thin fiber cord are wrapped around this thick fiber cord, connecting a bamboo bowstring.  At the other end some fiber is wrapped around the bow, but it does not connect to the bowstring at that end, which is left loose.; ",,,8169-v,
8177-a,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Unknown,Bamboo,,Asia-Southeast Asia-Philippines--,,,1 of 4 bajuca (or Bohoha) sticks.; ,,,8177-a,
8177-b,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Unknown,Wood,,Asia-Southeast Asia-Philippines--,,,"1 of 4 bajuca (or Bohoha) sticks. 

Made of the same type of wood that grows in segments. Each segment is a bit wider than the previous ones.; ",,,8177-b,
8177-c,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Unknown,Wood,,Asia-Southeast Asia-Philippines--,,,"1 of 4 bajuca (or Bohoha) sticks. 

Made of the same type of wood that grows in segments. Each segment is a bit wider than the previous ones.; ",,,8177-c,
8177-d,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Unknown,Wood,,Asia-Southeast Asia-Philippines--,,,"1 of 4 bajuca (or Bohoha) sticks. 

Made of the same type of wood that grows in segments. Each segment is a bit wider than the previous ones.; ",,,8177-d,
8178-a,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Spear,Bamboo; Rattan; Metal,,Asia-Southeast Asia-Philippines--,near Camp Vicars,,"One fighting spear used by small boy in fighting.  Captured near Camp Vicars, april 4, 1904. 


Spear made with a long bamboo (or other segmented wood) shaft.  The upper section of the shaft is wrapped with woven rattan.  Attached to that end of the shaft is a small (compared to other Philippine spears) metal head with a thicker base and  generally elongated triangular shaped blade that tapers to a point.  The metal has been coated with something that makes it glossy.; ",,,8178-a,
8178-b,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Sheath,Wood; Rattan,,Asia-Southeast Asia-Philippines--,near Camp Vicars,,"One fighting spear used by small boy in fighting.  Captured near Camp Vicars, april 4, 1904. 


Sheath for spear (a), fits over the blade of a, but is a bit longer.  Made of two pieces of lightweight wood cut so they form identical halves that make a sheath when fitted together.  Held together by four bands of woven rattan and a small wooden cap piece.; ",,,8178-b,
8197-a,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"One Bolo knife (1898) (a) with a wooden handle, stored in a leather sheath (b).; ",,,8197-a,
8197-b,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Sheath,Leather (tanned),,Asia-Southeast Asia-Philippines--,,,"One Bolo knife (1898) (a) with a wooden handle, stored in a leather sheath (b).; ",,,8197-b,
8198-a,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Knife,Metal; Brass; Copper; Animal bone,,Asia-Southeast Asia-Philippines--,,,"One knife (a) and sheath (b).  Knife has a metal blade and a wooden handle with a carved ivory tip and embellishments of brass and copper.  Heath is wooden with leather, horn and metal.; ",,,8198-a,
8198-b,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Sheath,Wood; Horn; Leather (tanned); Metal,,Asia-Southeast Asia-Philippines--,,,"One knife (a) and sheath (b).  Knife has a metal blade and a wooden handle with a carved ivory tip and embellishments of brass and copper.  Heath is wooden with leather, horn and metal.; ",,,8198-b,
8215-a,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Kris,Metal; Botanical; Brass; Wood; Bitumen,,Asia-Southeast Asia-Philippines-Sulu-,Sulu Archipelago;,,"One kris (a) and sheath (b).  Kris has a metal blade and wooden handle, embellished with brass, wound cord, and a bituminous substance.  Sheath is made of wood, the hilt of which has been painted black.; ",,,8215-a,
8215-b,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Sheath,Wood,,Asia-Southeast Asia-Philippines-Sulu-,Sulu Archipelago;,,"One kris (a) and sheath (b).  Kris has a metal blade and wooden handle, embellished with brass, wound cord, and a bituminous substance.  Sheath is made of wood, the hilt of which has been painted black.; ",,,8215-b,
8234-a,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Dagger,Steel; Wood,,Asia-Southeast Asia-Philippines-Sulu-,Sulu Archipelago;,,"Dagger with steel knife and wood handle; Card lists origin as ""Soeloe Islands"" which could be Sulu Archipelago (part of the Philippines).  Record lists origin as Papua New Guinea",,,8234-a,
8234-b,Ethnology & Material Culture,Accession Number: 784,Purchase,12/07/28,1,Ethnographic; Sheath,Wood; Fiber,,Asia-Southeast Asia-Philippines-Sulu-,Sulu Archipelago;,,"Wooden sheath wrapped in string; Card lists origin as ""Soeloe Islands"" which could be Sulu Archipelago (part of the Philippines).  Record lists origin as Papua New Guinea",,,8234-b,
8248-a,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Arrow,Bamboo; Feather; Rattan; Metal,,Asia-Southeast Asia-Philippines--,,,"Long bamboo arrow shaft.  Carved out groove at very end of the proximal end forms a nock.  Fletching made of three feathers attached near the proximal end; attached with rattan lashing covered with an unknown substance.  Metal point hafted at the other end -- inserted into the shaft and lashed with rattan strips covered with an unknown substance. 


The point is long and roughly oval with a pointed tip.; ",,,8248-a,
8248-b,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Arrow,Bamboo; Feather; Rattan; Metal,,Asia-Southeast Asia-Philippines--,,,"Long bamboo arrow shaft.  Carved out groove at very end of the proximal end forms a nock.  Fletching made of three feathers attached near the proximal end; attached with rattan lashing covered with an unknown substance.  Metal point hafted at the other end -- inserted into the shaft and lashed with rattan strips covered with an unknown substance. 


The point is a slightly rounded oval with a pointed tip.; ",,,8248-b,
8248-c,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Arrow,Bamboo; Wood; Rattan,,Asia-Southeast Asia-Philippines--,,,"Long bamboo arrow shaft.  The very end (proximal) has a carved groove forming a nock.  At the distal end a wood (possibly palm?) is inserted into the shaft.  The insertion point is bound with strips of rattan.  The point is long and narrow, tapering to a point with notches along the edges.  One side is flat, the other is raised in the middle.; ",,,8248-c,
8248-d,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Arrow,Bamboo; Rattan; Metal,,Asia-Southeast Asia-Philippines--,,,"Long bamboo arrow shaft.  The very end (proximal) has a carved groove forming a nock.  Several sections of rattan bands encircle the shaft toward the proximal end.  At the distal end a metal point is attached to the shaft -- the tang inserts into the shaft and the connection is wrapped with rattan.  The blade is roughly diamond shaped, tapering to a point.; ",,,8248-d,
8248-e,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Arrow,Bamboo; Rattan; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"Long bamboo arrow shaft.  The very end (proximal) has a carved groove forming a nock.  At the distal end, three long narrow, four sided metal points with tiny barbs are inserted, all pointing out at slightly different angles.  The connection is bound with strips of fiber and a section of rattan lashing.; ",,,8248-e,
8255-a,Ethnology & Material Culture,Accession Number: 655,Bequest,1930,1,Ethnographic; Urn,Brass,,Asia-Southeast Asia-Philippines-Sulu-,,Moro,"One octagonal brass vessel (a) with lid (b).; Note says: Mr. Barbour, This is an old vase made by the Moros, our non-Christian tribe in the Philippines. I hope you like it. Even in the Philippines it is extremely difficult to get the same. Sincerely, Maria C. Lanzai Jan 18, 1924",,,8255-a,
8255-b,Ethnology & Material Culture,Accession Number: 655,Bequest,1930,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Sulu-,,Moro,"One octagonal brass vessel (a) with lid (b).; Note says: Mr. Barbour, This is an old vase made by the Moros, our non-Christian tribe in the Philippines. I hope you like it. Even in the Philippines it is extremely difficult to get the same. Sincerely, Maria C. Lanzai Jan 18, 1924",,,8255-b,
8281-a,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Box,Bamboo,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,A box made from bamboo with an incised design.  It is a long tubular box with a lid used to hold lime and tobacco.; ,,,8281-a,
8281-b,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Lid (cover),Bamboo,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,The cover for a box made from bamboo with an incised design.  It is a long tubular box used to hold lime and tobacco.; ,,,8281-b,
8290-a,Ethnology & Material Culture,Accession Number: 314,Donation,09/01/1926,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,One Barong knife (a) and sheath (b).  Knife has a metal blade and is hafted in a wooden handle.  Sheath is wooden with wicker wrapping (fragile condition).; ,,,8290-a,
8290-b,Ethnology & Material Culture,Accession Number: 314,Donation,09/01/1926,1,Ethnographic; Sheath,Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,"Wooden sheath for large knife (a).  Carved abstract decorations at both ends.  Wicker woven around both ends after the decorations, a short length at the insertable end and a longer length at the point end.; ",,,8290-b,
8291-a,Ethnology & Material Culture,Accession Number: 314,Donation,09/01/1926,1,Ethnographic; Knife,Metal; Ivory; Silver; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,Moro,"Wide knife (""Barong"").  Silver and ivory handle.  Stored in sheath 8291b.; ",,,8291-a,
8291-b,Ethnology & Material Culture,Accession Number: 314,Donation,09/01/1926,1,Ethnographic; Sheath,Wood; Wicker,,Asia-Southeast Asia-Philippines-Cotabato-,,,Wood sheath for knife 8291a.  Wicker is wrapped around the sheath.; ,,,8291-b,
8295-a,Ethnology & Material Culture,Accession Number: 1198,Unknown,,1,Ethnographic; Spear,Bamboo; Feather; Metal; Unknown; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 4 spears with removable heads. 

Complex spear (arrow?). Long bamboo shaft.  

The very distal end is wrapped with woven fiber. Fiber woven in such a ay to form bumps that stick out. This is then covered with an unknown substance.  

The next section of the shaft is wrapped around with a multi-strand section of braided fiber. It is wrapped tightly at first, but loosely later on. Near the end a small wooden dowel is attached with fiber cord. At the very end a metal point with a hollow tang and a barb is attached. One end of the dowel inserts into the hollow opening of the point. The other end of the dowel inserts into the distal end of the shaft, so that it forms a fore-shaft and then a point. 

Both ends of the dowel are tapered. The very end (proximal) has a carved groove forming a neck. 

Has feather fletching at the proximal end, lashed on at both ends with fiber.; Similar to 8195 which is classified as a harpoon.",,,8295-a,
8295-b,Ethnology & Material Culture,Accession Number: 1198,Unknown,,1,Ethnographic; Spear,Bamboo; Feather; Metal; Unknown; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 4 spears with removable heads. 

Complex spear (arrow?). Long bamboo shaft.  

The very distal end is wrapped with woven fiber. Fiber woven in such a ay to form bumps that stick out. This is then covered with an unknown substance.  

The next section of the shaft is wrapped around with a multi-strand section of braided fiber. It is wrapped tightly at first, but loosely later on. Near the end a small wooden dowel is attached with fiber cord. At the very end a metal point with a hollow tang and a barb is attached. One end of the dowel inserts into the hollow opening of the point. The other end of the dowel inserts into the distal end of the shaft, so that it forms a fore-shaft and then a point. 

Both ends of the dowel are tapered. The very end (proximal) has a carved groove forming a neck. 

Has feather fletching at the proximal end, lashed on at both ends with fiber.; Similar to 8195 which is classified as a harpoon.",,,8295-b,
8295-c,Ethnology & Material Culture,Accession Number: 1198,Unknown,,1,Ethnographic; Spear,Bamboo; Metal; Unknown; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 4 spears with removable heads. 

Complex spear (arrow?). Long bamboo shaft.  

The very distal end is wrapped with woven fiber. Fiber woven in such a ay to form bumps that stick out. This is then covered with an unknown substance.  

The next section of the shaft is wrapped around with a multi-strand section of braided fiber. It is wrapped tightly at first, but loosely later on. Near the end a small wooden dowel is attached with fiber cord. At the very end a metal point with a hollow tang and a barb is attached. One end of the dowel inserts into the hollow opening of the point. The other end of the dowel inserts into the distal end of the shaft, so that it forms a fore-shaft and then a point. 

Both ends of the dowel are tapered. The very end (proximal) has a carved groove forming a neck. 

Has one piece of lashing that once held fletching, but no fletching.; Similar to 8195 which is classified as a harpoon.",,,8295-c,
8295-d,Ethnology & Material Culture,Accession Number: 1198,Unknown,,1,Ethnographic; Spear,Bamboo; Metal; Unknown; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 4 spears with removable heads. 

Complex spear (arrow?). Long bamboo shaft.  

The very distal end is wrapped with woven fiber. Fiber woven in such a ay to form bumps that stick out. This is then covered with an unknown substance.  

The next section of the shaft is wrapped around with a multi-strand section of braided fiber. It is wrapped tightly at first, but loosely later on. Near the end a small wooden dowel is attached with fiber cord. At the very end a metal point with a hollow tang and a barb is attached. One end of the dowel inserts into the hollow opening of the point. The other end of the dowel inserts into the distal end of the shaft, so that it forms a fore-shaft and then a point. 

Both ends of the dowel are tapered. The very end (proximal) has a carved groove forming a neck. 

Has both pieces of lashing that once held fletching, but no fletching.; Similar to 8195 which is classified as a harpoon.",,,8295-d,
8320-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Dagger,Metal; Ivory; Silver,,Asia-Southeast Asia-Philippines-Cotabato-,,,One dagger (a) and sheath (b).  Dagger is metal with an ivory handle and a blade inlaid with silver.; ,,,8320-a,
8320-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sheath,Brass; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,,Sheath is brass with a wood core.; ,,,8320-b,
8321-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Dagger,Metal; Ivory,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One dagger (a) and sheath (b).  Dagger is metal with an ivory handle, possible gold mountings.; ",,,8321-a,
8321-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sheath,Metal; Copper; Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,,"Sheath is metal (possibly silver) embellished with copper, over a core of wood.; ",,,8321-b,
8337-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid ""Gadol,"" plain, with no handles on jars, but tall handles on lids.; ",,,8337-a,
8337-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid ""Gadol,"" plain, with no handles on jars, but tall handles on lids.; ",,,8337-b,
8337-c,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid ""Gadol,"" plain, with no handles on jars, but tall handles on lids.; ",,,8337-c,
8337-d,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid ""Gadol,"" plain, with no handles on jars, but tall handles on lids.; ",,,8337-d,
8338-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid to a), ""Gadol,"" very large, with handles on jars, and tall handles on lids, incised design above shoulder.; ",,,8338-a,
8338-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid to a), ""Gadol,"" very large, with handles on jars, and tall handles on lids, incised design above shoulder.; ",,,8338-b,
8338-c,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid, ""Gadol,"" very large, with handles on jars, and tall handles on lids, incised design above shoulder.; ",,,8338-c,
8338-d,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid, ""Gadol,"" very large, with handles on jars, and tall handles on lids, incised design above shoulder.; ",,,8338-d,
8339-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid), ""Gadol,"" small, with handles on jars, and tall handles on lids, incised design on shoulder and cover.; ",,,8339-a,
8339-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid), ""Gadol,"" small, with handles on jars, and tall handles on lids, incised design on shoulder and cover.; ",,,8339-b,
8339-c,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid), ""Gadol,"" small, with handles on jars, and tall handles on lids, incised design on shoulder and cover.; ",,,8339-c,
8339-d,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid), ""Gadol,"" small, with handles on jars, and tall handles on lids, incised design on shoulder and cover.; ",,,8339-d,
8340-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid), ""Gadol,"" small, plain,, no handles; handle on cover, globular.; ",,,8340-a,
8340-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (a=jar, b=lid), ""Gadol,"" small, plain,, no handles; handle on cover, globular.; ",,,8340-b,
8340-c,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid), ""Gadol,"" small, plain,, no handles; handle on cover, globular.; ",,,8340-c,
8340-d,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"brass jar (c=jar, d=lid), ""Gadol,"" small, plain,, no handles; handle on cover, globular.; ",,,8340-d,
8341-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jar (a=jar, b=lid), ""Gadol,"" , with handles, conical handle on lid, design above shoulder.; ",,,8341-a,
8341-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jar (a=jar, b=lid), ""Gadol,"" , with handles, conical handle on lid, design above shoulder.; ",,,8341-b,
8342-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jars (a=jar, b=lid), ""Gadol,"" plain, with handles and tall handle on lid, design on shoulder.; ",,,8342-a,
8342-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jars (a=jar, b=lid), ""Gadol,"" plain, with handles and tall handle on lid, design on shoulder.; ",,,8342-b,
8343-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jars (a=jar, b=lid), ""Gadol,"" plain, with no handles on the jar, and a tall handle on the lid, different colored brass and heavier.; ",,,8343-a,
8343-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jars (a=jar, b=lid), ""Gadol,"" plain, with no handles on the jar, and a tall handle on the lid, different colored brass and heavier.; ",,,8343-b,
8344-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jar (b) with a lid (a), ""Gadol,"" a ""Pineapple"" type with cross-hatch design on the body, no handle and a conical cover.; ",,,8344-a,
8344-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass jar (b) with a lid (a), ""Gadol,"" a ""Pineapple"" type with cross-hatch design on the body, no handle and a conical cover.; ",,,8344-b,
8345-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One pair brass jars (a and b), ""Duday,"" with flaring mouths, no lids, and scalloped rims.; ",,,8345-a,
8345-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Lid (cover),Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One pair brass jars (a and b), ""Duday,"" with flaring mouths, no lids, and scalloped rims.; ",,,8345-b,
8346-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Bowl,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,brass bowl with vertical stripes on the sides.; ,,,8346-a,
8346-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Bowl,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,brass bowl with vertical stripes on the sides.; ,,,8346-b,
8347-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Bowl,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One small brass bowl, diagonally crossed squares on sides.; ",,,8347-a,
8347-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Bowl,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One small brass bowl, diagonally crossed squares on sides.; ",,,8347-b,
8348-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Bowl,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One small brass bowl, curved line decoration; ",,,8348-a,
8348-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Bowl,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One small brass bowl, curved line decoration; ",,,8348-b,
8350-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass flower jar, which is a circular bowl with a flaring rim; This artifact was cataloged twice. Once under number 8350 and once under 17643.
For this database and future reference, the objects are now cataloged under 8350a and b for the top and base of the artifact. Number 17643 will become void. Numbers were changed on the artifacts themselves too.",,,8350-a,
8350-b,Ethnology & Material Culture,Accession Number: 220; Original Number: 17643,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"flower jar, base. Fluted, hollow base.; This artifact was cataloged twice. Once under number 8350 and once under 17643.
For this database and future reference, the objects are now cataloged under 8350a and b for the top and base of the artifact. Number 17543 will become void. Numbers were changed on the artifacts themselves too.",,,8350-b,
8366-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Ornament,Wood,,Asia-Southeast Asia-Philippines-Cotabato-,,Filipino,Wooden knob with base that attaches to perforated hole at top of 8366a.; ,,,8366-b,
8368-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Horn; Brass; Wood,,Asia-Southeast Asia-Philippines-Negros Oriental-,,,"One wavy kris dagger (a) and sheath (b).  The dagger is metal with a wooden handle carved in the shape of two large animals holding a smaller animal between them; the handle is made of Carabao horn and is embellished with brass, and possibly gold and silver.; ",,,8368-a,
8368-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Sheath,Leather (tanned); Brass,,Asia-Southeast Asia-Philippines-Negros Oriental-,,,"The sheath is leather with a brass knob that may have functioned as half of a fastener to retain the weapon inside the sheath, if so, the strap portion is missing.; ",,,8368-b,
8370-a,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Earring,Brass; Shell; Glass; Wood; Fiber,,Asia-Southeast Asia-Philippines-Cotabato-,,,"A fragment of a bead earring.  Made of brass chain, glass beads, shell, string, and wood ear spools.; ",,,8370-a,
8370-b,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Earring,Fiber; Shell; Glass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"A fragment of an earring made from string, glass beads and shell.; ",,,8370-b,
